canonicalName,aliases,sourcePath,componentType,serviceDomainPlane,capabilityDescription,backendApiContractStatus,frontendSurfaceExpected,currentFrontendRouteComponent,mobileSurfaceExpected,currentMobileScreenComponent,apiClientHook,workflowEventDependency,databaseMigrationDependency,trustSecurityDependency,relatedServices,currentCompletenessStatus,currentBlocker,recommendedClassification
"general-ledger-service:GlAccountsController","/internal/v1/gl/accounts","services/general-ledger-service/src/main/java/zw/gov/mohcc/impilo/gl/api/GlAccountsController.java","backend-controller","enterprise/enterprise-resource","REST controller for general-ledger-service","contracts/openapi/general-ledger.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","general-ledger-service","implemented-or-partial","","finance-transaction-service"
"general-ledger-service:GlBudgetsController","/internal/v1/gl/budgets","services/general-ledger-service/src/main/java/zw/gov/mohcc/impilo/gl/api/GlBudgetsController.java","backend-controller","enterprise/enterprise-resource","REST controller for general-ledger-service","contracts/openapi/general-ledger.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","general-ledger-service","implemented-or-partial","","finance-transaction-service"
"general-ledger-service:GlFinancialStatementsController","/internal/v1/gl/financial-statements","services/general-ledger-service/src/main/java/zw/gov/mohcc/impilo/gl/api/GlFinancialStatementsController.java","backend-controller","enterprise/enterprise-resource","REST controller for general-ledger-service","contracts/openapi/general-ledger.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","general-ledger-service","implemented-or-partial","","finance-transaction-service"
"general-ledger-service:GlHealthController","/v1","services/general-ledger-service/src/main/java/zw/gov/mohcc/impilo/gl/api/GlHealthController.java","backend-controller","enterprise/enterprise-resource","REST controller for general-ledger-service","contracts/openapi/general-ledger.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","general-ledger-service","implemented-or-partial","","finance-transaction-service"
"general-ledger-service:GlJournalsController","/internal/v1/gl/journals","services/general-ledger-service/src/main/java/zw/gov/mohcc/impilo/gl/api/GlJournalsController.java","backend-controller","enterprise/enterprise-resource","REST controller for general-ledger-service","contracts/openapi/general-ledger.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","general-ledger-service","implemented-or-partial","","finance-transaction-service"
"general-ledger-service:GlPeriodsController","/internal/v1/gl/periods","services/general-ledger-service/src/main/java/zw/gov/mohcc/impilo/gl/api/GlPeriodsController.java","backend-controller","enterprise/enterprise-resource","REST controller for general-ledger-service","contracts/openapi/general-ledger.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","general-ledger-service","implemented-or-partial","","finance-transaction-service"
"general-ledger-service:GlTrialBalanceController","/internal/v1/gl/trial-balance","services/general-ledger-service/src/main/java/zw/gov/mohcc/impilo/gl/api/GlTrialBalanceController.java","backend-controller","enterprise/enterprise-resource","REST controller for general-ledger-service","contracts/openapi/general-ledger.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","general-ledger-service","implemented-or-partial","","finance-transaction-service"
"guidance-service","Guidance","services/guidance-service","backend-service","clinical/clinical-knowledge","Guidance canonical records","contract: contracts/openapi/guidance.openapi.yaml; status=partial","partial","","unknown","","","tshepo-authz-service","2 migration(s) in guidance-service","TSHEPO ext_authz via Envoy","tshepo-authz-service; experience-bff; integration-hub","production=baseline-assessed; impl=implemented-or-partial; frontend=unknown-or-partial","","backend-capability"
"guidance-service:GuidanceApiController","/internal/v1/guidance","services/guidance-service/src/main/java/zw/gov/mohcc/impilo/guidance/api/GuidanceApiController.java","backend-controller","clinical/clinical-knowledge","REST controller for guidance-service","contracts/openapi/guidance.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","guidance-service","implemented-or-partial","","backend-capability"
"hr-payroll-service","Hr Payroll","services/hr-payroll-service","backend-service","enterprise/enterprise-resource","Hr Payroll canonical records","contract: contracts/openapi/hr-payroll.openapi.yaml; status=partial","partial","","unknown","","","tshepo-authz-service","1 migration(s) in hr-payroll-service","TSHEPO ext_authz via Envoy","tshepo-authz-service; experience-bff; integration-hub","production=baseline-assessed; impl=implemented-or-partial; frontend=unknown-or-partial","","finance-transaction-service"
"hr-payroll-service:HrHealthController","/v1","services/hr-payroll-service/src/main/java/zw/gov/mohcc/impilo/hrpayroll/api/HrHealthController.java","backend-controller","enterprise/enterprise-resource","REST controller for hr-payroll-service","contracts/openapi/hr-payroll.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","hr-payroll-service","implemented-or-partial","","finance-transaction-service"
"identity-assurance-service","Identity Assurance","services/identity-assurance-service","backend-service","trust/identity-governance","Identity Assurance canonical records","contract: contracts/openapi/identity-assurance.openapi.yaml; status=partial","partial","","unknown","","","","1 migration(s) in identity-assurance-service","TSHEPO ext_authz via Envoy","experience-bff; integration-hub","production=baseline-assessed; impl=implemented-or-partial; frontend=unknown-or-partial","","trust-security-service"
"identity-assurance-service:AttestationController","/internal/v1/attestations","services/identity-assurance-service/src/main/java/zw/gov/mohcc/impilo/ia/api/AttestationController.java","backend-controller","trust/identity-governance","REST controller for identity-assurance-service","contracts/openapi/identity-assurance.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","identity-assurance-service","implemented-or-partial","","trust-security-service"
"identity-assurance-service:RiskAssessmentController","/internal/v1/risk","services/identity-assurance-service/src/main/java/zw/gov/mohcc/impilo/ia/api/RiskAssessmentController.java","backend-controller","trust/identity-governance","REST controller for identity-assurance-service","contracts/openapi/identity-assurance.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","identity-assurance-service","implemented-or-partial","","trust-security-service"
"indawo-service","INDAWO","services/indawo-service","backend-service","registry/registry-spine","Indawo canonical records","contract: contracts/openapi/indawo.openapi.yaml; status=partial","partial","/public-health/*","partial","","usePublicHealth.ts, useSiteRegistry.ts","tshepo-authz-service","6 migration(s) in indawo-service","TSHEPO ext_authz via Envoy","tshepo-authz-service; experience-bff; integration-hub","production=baseline-assessed; impl=implemented-or-partial; frontend=unknown-or-partial","Map layer integration incomplete","backend-capability"
"indawo-service:AddressController","/internal/v1/addresses","services/indawo-service/src/main/java/zw/gov/mohcc/impilo/indawo/api/AddressController.java","backend-controller","registry/registry-spine","REST controller for indawo-service","contracts/openapi/indawo.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","indawo-service","implemented-or-partial","","backend-capability"
"indawo-service:SiteController","/v1","services/indawo-service/src/main/java/zw/gov/mohcc/impilo/indawo/api/SiteController.java","backend-controller","registry/registry-spine","REST controller for indawo-service","contracts/openapi/indawo.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","indawo-service","implemented-or-partial","","backend-capability"
"indawo-service:SiteRegulatoryController","/internal/v1/site-registry","services/indawo-service/src/main/java/zw/gov/mohcc/impilo/indawo/api/SiteRegulatoryController.java","backend-controller","registry/registry-spine","REST controller for indawo-service","contracts/openapi/indawo.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","indawo-service","implemented-or-partial","","backend-capability"
"indawo-service:SnapshotController","/internal/v1/snapshots","services/indawo-service/src/main/java/zw/gov/mohcc/impilo/indawo/api/SnapshotController.java","backend-controller","registry/registry-spine","REST controller for indawo-service","contracts/openapi/indawo.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","indawo-service","implemented-or-partial","","backend-capability"
"inpatient-service","Inpatient","services/inpatient-service","backend-service","clinical/care-delivery","Inpatient canonical records","contract: contracts/openapi/inpatient.openapi.yaml; status=partial","partial","","unknown","","","tshepo-authz-service","4 migration(s) in inpatient-service","TSHEPO ext_authz via Envoy","tshepo-authz-service; experience-bff; integration-hub","production=baseline-assessed; impl=implemented-or-partial; frontend=unknown-or-partial","","clinical-service"
"inpatient-service:AdmissionController","/internal/v1/admissions","services/inpatient-service/src/main/java/zw/gov/mohcc/impilo/inpatient/api/controller/AdmissionController.java","backend-controller","clinical/care-delivery","REST controller for inpatient-service","contracts/openapi/inpatient.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","inpatient-service","implemented-or-partial","","clinical-service"
"inpatient-service:InpatientV11ProbeController","/internal/v1","services/inpatient-service/src/main/java/zw/gov/mohcc/impilo/inpatient/api/controller/InpatientV11ProbeController.java","backend-controller","clinical/care-delivery","REST controller for inpatient-service","contracts/openapi/inpatient.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","inpatient-service","implemented-or-partial","","clinical-service"
"integration-hub","Integration Hub","services/integration-hub","backend-service","integration/interoperability","Integration Hub canonical records","contract: contracts/openapi/integration-hub.openapi.yaml; status=partial","partial","","unknown","","","tshepo-authz-service","4 migration(s) in integration-hub","TSHEPO ext_authz via Envoy","tshepo-authz-service; experience-bff; integration-hub","production=baseline-assessed; impl=implemented-or-partial; frontend=unknown-or-partial","","integration-adapter"
"integration-hub:DeadLetterController","/internal/v1/deadletters","services/integration-hub/src/main/java/zw/gov/mohcc/impilo/integration/api/DeadLetterController.java","backend-controller","integration/interoperability","REST controller for integration-hub","contracts/openapi/integration-hub.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","integration-hub","implemented-or-partial","","integration-adapter"
"integration-hub:DispatchController","/internal/v1/dispatch","services/integration-hub/src/main/java/zw/gov/mohcc/impilo/integration/api/DispatchController.java","backend-controller","integration/interoperability","REST controller for integration-hub","contracts/openapi/integration-hub.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","integration-hub","implemented-or-partial","","integration-adapter"
"integration-hub:MappingTemplateController","/internal/v1/mapping-templates","services/integration-hub/src/main/java/zw/gov/mohcc/impilo/integration/api/MappingTemplateController.java","backend-controller","integration/interoperability","REST controller for integration-hub","contracts/openapi/integration-hub.openapi.yaml","via-bff","","via-bff-mobile","","","","","TSHEPO ext_authz","integration-hub","implemented-or-partial","","integration-adapter"
